Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mama Samba Baldé,gw GNB,FW,Troyes,fr Ligue 1,26,1995,29.6,584,511,70,0,2,6,13,0,0,0,0,0,389,3,30
Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,1237,985,250,90,0,12,0,0,0,0,0,0,938,2,1
Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,22,1999,2.2,140,135,5,5,1,1,0,0,0,0,0,0,132,0,1
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,eng Premier League,22,1999,6.0,264,250,10,9,2,1,0,1,0,0,0,0,228,4,2
Junior Sambia,fr FRA,DF,Salernitana,it Serie A,25,1996,7.7,396,311,85,6,0,1,33,71,8,3,4,0,312,0,7
Samuel,br BRA,"FW,MF",Valencia,es La Liga,22,1999,32.1,1163,1121,37,5,5,2,82,22,10,1,2,0,878,5,57
Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,25,1997,20.5,657,640,12,12,2,4,4,0,0,0,0,0,518,5,12
Antonio Sanabria,py PAR,FW,Torino,it Serie A,26,1996,27.0,691,632,58,2,1,5,2,2,0,0,0,0,524,1,18
Leandro Sanca,gw GNB,"FW,MF",Spezia,it Serie A,22,2000,0.4,12,11,1,0,0,0,2,0,0,0,0,0,9,0,0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22,2000,28.1,975,936,28,13,9,3,17,1,3,0,2,0,788,11,19
Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,669,653,14,7,2,3,5,5,2,0,2,0,608,2,10
Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,934,865,59,6,14,19,37,1,11,6,0,0,681,10,26
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,447,410,36,3,0,7,32,25,1,1,0,0,312,1,22
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,594,583,10,7,0,1,2,3,0,0,0,0,515,1,10
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,480,460,15,3,1,10,38,2,6,3,1,1,381,5,16
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,1175,1119,51,41,1,23,5,4,0,0,0,0,962,5,13
Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,1144,943,197,11,0,2,71,186,0,0,0,0,916,4,28
Robert Sanchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,,,,,,,0,,,,,,,,
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,776,760,14,0,4,3,17,8,5,2,0,0,647,2,28
Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,1256,1100,152,24,0,8,19,117,0,0,0,0,1081,4,13
Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,1078,1053,20,0,9,3,16,9,5,3,0,0,880,5,22
Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,620,578,36,22,6,4,35,3,10,2,5,0,480,6,16
Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,218,194,22,1,0,2,20,1,10,7,2,0,161,2,7
Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,1317,1280,35,35,1,12,7,0,0,0,0,0,1119,2,19
Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,457,451,3,0,2,6,32,3,0,0,0,0,329,3,13
Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,365,324,39,8,2,3,46,3,28,18,5,0,252,2,15
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,187,171,15,2,5,1,16,1,12,5,5,0,147,1,5
Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,21,2000,21.9,1038,941,89,35,11,2,73,7,43,25,10,1,813,8,29
Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,67,67,0,0,0,0,3,0,0,0,0,0,53,0,1
Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,142,136,6,0,0,0,4,1,0,0,0,0,104,0,3
Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,517,503,13,9,0,10,1,3,0,0,0,0,460,1,5
Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,84,61,22,10,0,1,0,0,0,0,0,0,62,1,0
Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,384,375,8,0,2,1,22,6,0,0,0,0,249,1,15
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,1695,1394,290,114,6,35,235,29,137,58,63,2,1185,11,33
Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,1141,1107,29,22,0,4,0,7,0,0,0,0,1001,5,4
Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,24.5,1173,940,231,25,0,1,41,206,0,0,0,0,921,2,39
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,1486,1443,40,29,1,21,8,11,0,0,0,0,1205,3,20
Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,177,173,3,0,0,8,1,0,0,0,0,0,118,1,7
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,78,72,6,0,1,2,4,3,2,0,1,0,51,0,5
Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,8.1,173,171,1,0,1,0,15,1,0,0,0,0,103,1,11
Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,2.0,55,54,1,0,0,0,3,0,0,0,0,0,26,0,4
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,9.6,274,261,13,2,1,0,8,1,0,0,0,0,205,0,14
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,35.6,1846,1770,73,62,7,34,18,10,0,0,0,0,1423,3,19
Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,3.2,50,49,1,0,0,0,3,1,0,0,0,0,33,0,2
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,10.5,253,233,19,2,1,0,4,6,0,0,0,0,176,1,5
Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,12.1,546,438,106,4,0,1,45,99,3,1,1,0,352,2,28
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,16.7,928,910,11,10,4,5,2,1,0,0,0,0,771,7,15
Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,0.2,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,8.2,315,295,17,2,1,1,3,3,0,0,0,0,208,3,1
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,25.0,1910,1846,62,53,2,49,11,9,0,0,0,0,1648,2,25
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,28.1,900,854,40,12,3,1,16,24,0,0,0,0,665,6,21
Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36.0,1188,834,353,75,0,4,0,0,0,0,0,0,918,1,1
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,0.5,28,25,3,1,0,0,4,2,0,0,0,0,23,0,1
Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,16.9,750,728,17,1,5,2,20,15,0,0,0,0,561,5,31
Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,2.8,187,174,13,4,0,3,1,8,0,0,0,0,166,0,1
Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,12.1,601,577,23,9,2,18,31,8,5,1,2,0,446,1,21
Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,26.9,1499,1183,307,13,1,1,96,294,0,0,0,0,938,9,49
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,27.9,1498,1487,8,8,4,13,3,0,0,0,0,0,1299,3,16
Perr Schuurs,nl NED,DF,Torino,it Serie A,22,1999,25.8,1201,1165,36,31,0,1,2,5,0,0,0,0,1058,0,7
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34.0,1390,1135,253,68,0,1,0,0,0,0,0,0,1091,2,1
Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,22.6,853,612,238,64,0,0,0,0,0,0,0,0,567,3,1
Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18,2004,1.7,66,64,2,2,1,1,0,0,0,0,0,0,52,0,2
Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,21,2001,5.8,166,159,6,1,2,0,7,2,0,0,0,0,127,1,7
Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,30,1992,9.9,218,196,21,0,4,1,21,1,0,0,0,0,134,1,8
Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,19,2003,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Jacopo Segre,it ITA,DF,Torino,it Serie A,25,1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27,1995,7.7,326,310,14,0,4,1,18,0,6,0,0,0,223,2,8
Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22,2000,27.3,1375,1219,154,27,0,3,22,127,0,0,0,0,1152,2,26
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27,1995,3.1,68,67,1,0,0,0,2,0,0,0,0,0,41,0,6
Davie Selke,de GER,FW,Köln,de Bundesliga,27,1995,9.7,212,203,6,0,0,0,7,0,0,0,0,0,118,3,6
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38.0,973,679,292,95,0,0,0,1,0,0,0,0,636,2,0
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,28,1993,29.2,1499,1263,233,6,4,1,60,227,0,0,0,0,1211,3,34
Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,17,2005,0.4,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,22,2000,2.9,57,53,4,0,0,1,1,0,0,0,0,0,38,0,2
Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21,2001,0.1,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25,1997,27.7,1322,1257,56,40,1,15,8,14,0,0,0,0,1064,9,18
Stefano Sensi,it ITA,MF,Monza,it Serie A,26,1995,18.0,1281,1185,94,51,6,18,50,6,32,10,16,0,1089,2,16
Jaime Seoane,es ESP,"MF,FW",Getafe,es La Liga,25,1997,3.6,112,107,4,4,1,3,2,0,0,0,0,0,87,1,1
Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17.0,648,435,209,55,0,1,0,0,0,0,0,0,441,4,0
Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25,1997,22.5,615,583,30,8,3,7,5,0,4,1,2,0,431,2,27
Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25,1997,25.7,945,737,203,12,2,6,118,179,12,0,11,0,615,5,25
Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22,2000,9.0,390,318,72,2,2,1,30,70,0,0,0,0,280,0,19
Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,29,1992,16.9,825,717,108,10,5,9,23,93,4,4,0,0,665,0,19
Eniss Shabani,de GER,MF,Mainz 05,de Bundesliga,19,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,28.4,2098,1792,297,36,2,13,89,195,38,20,7,0,1757,9,37
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30,1992,0.4,26,23,3,2,0,2,0,0,0,0,0,0,19,0,0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,30,1992,6.0,302,271,31,27,3,6,13,1,0,0,0,0,221,0,1
Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27,1995,9.0,205,186,19,0,3,0,3,0,0,0,0,0,143,0,8
Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27,1995,1.3,33,31,2,0,0,0,0,1,0,0,0,0,25,0,1
Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,2.4,64,59,3,0,1,0,6,1,0,0,0,0,33,2,3
Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,26,1995,7.4,408,367,38,7,2,7,25,2,21,11,8,0,321,3,8
Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,20,2002,22.0,1103,893,207,20,1,5,26,187,0,0,0,0,787,3,26
André Silva,pt POR,FW,RB Leipzig,de Bundesliga,26,1995,19.3,477,443,33,1,5,2,4,4,0,0,0,0,349,1,25
Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,27,1994,24.5,1543,1468,73,15,3,10,75,48,7,0,2,0,1317,2,27
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,32.2,1963,1540,418,98,3,6,169,242,78,40,33,0,1478,5,38
David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,21.5,1165,1120,37,16,9,5,20,6,3,1,2,0,983,8,17
Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26.0,886,562,320,106,1,1,0,0,0,0,0,0,593,4,0
Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,2042,1976,59,54,1,15,2,2,0,0,0,0,1856,7,8
Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38.0,1177,783,391,89,0,5,0,0,0,0,0,0,916,3,0
Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,20.4,374,334,39,0,1,1,16,6,0,0,0,0,274,1,15
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,16.2,1108,992,113,13,3,7,14,100,0,0,0,0,901,3,26
Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,4.5,106,104,2,0,0,1,2,0,0,0,0,0,76,0,4
Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,2.5,62,62,0,0,1,0,1,0,0,0,0,0,38,0,0
Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,26.1,725,657,63,13,3,2,140,9,40,19,10,0,463,5,36
Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,30.5,951,703,245,59,0,1,0,0,0,0,0,0,690,3,0
Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,17.4,555,550,5,0,1,5,30,3,0,0,0,0,413,0,19
Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,22.7,1138,923,207,20,3,7,56,187,0,0,0,0,853,8,19
Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,9.6,339,336,3,0,2,4,7,3,0,0,0,0,273,0,9
Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,3.8,209,174,35,2,0,1,3,33,0,0,0,0,159,0,5
Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,5.7,260,193,67,19,0,0,0,0,0,0,0,0,174,0,0
Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,0.2,7,5,2,0,0,0,0,2,0,0,0,0,5,0,0
Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1.0,38,26,12,4,0,0,0,0,0,0,0,0,28,0,0
Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,14.6,636,617,18,15,2,6,10,3,0,0,0,0,489,1,23
Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,21.3,787,753,34,21,0,2,23,11,0,0,0,0,628,0,22
Tim Skarke,de GER,"DF,MF",Union Berlin,de Bundesliga,25,1996,0.6,36,32,4,0,0,1,8,4,0,0,0,0,22,0,1
Tim Skarke,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1996,4.9,145,126,18,2,0,0,22,5,11,4,6,0,94,1,9
Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27,1995,31.7,1717,1647,65,52,1,9,13,12,0,0,0,0,1505,5,23
Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,21,2000,16.6,772,755,12,7,1,4,10,0,0,0,0,0,660,5,14
Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,4.7,357,344,12,11,0,9,0,1,0,0,0,0,306,1,1
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37.0,1216,854,357,79,0,3,0,0,0,0,0,0,957,5,0
Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,15.0,728,533,195,18,2,7,75,146,31,10,10,1,509,0,21
Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,19.7,1397,1328,67,43,1,13,5,22,0,0,0,0,1275,2,6
Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20,2002,0.3,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34,1988,11.0,367,347,20,3,4,1,9,1,0,0,0,0,261,0,12
Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,31.2,1344,1315,27,25,1,4,1,2,0,0,0,0,1173,2,10
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,32.7,1264,987,276,22,0,2,48,254,0,0,0,0,953,1,29
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,22,2000,1.9,85,81,4,0,0,0,5,0,4,2,0,0,74,0,1
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,5.2,355,340,15,11,0,0,0,2,0,0,0,0,287,0,3
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,30,1991,0.3,24,23,1,0,0,0,3,1,0,0,0,0,19,0,0
Cédric Soares,pt POR,DF,Fulham,eng Premier League,30,1991,2.2,186,157,27,3,0,0,24,24,0,0,0,0,143,2,4
Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,19.6,1004,798,199,9,1,2,17,189,1,0,1,0,751,7,20
Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,9.7,391,323,68,4,0,2,19,64,0,0,0,0,298,0,3
Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,30,1992,27.4,618,603,10,1,1,3,12,7,0,0,0,0,444,5,21
Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,3.9,198,150,48,4,0,0,12,44,0,0,0,0,158,0,5
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,24,1997,31.8,533,479,52,0,3,1,13,4,0,0,0,0,363,2,34
Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,30,1992,2.9,125,122,1,0,0,0,3,1,0,0,0,0,94,2,4
Ola Solbakken,no NOR,"MF,FW",Roma,it Serie A,23,1998,5.6,159,148,11,3,1,1,12,2,6,6,0,0,112,0,3
Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,6.6,348,333,12,11,0,2,1,1,0,0,0,0,270,3,6
Carlos Soler,es ESP,MF,Valencia,es La Liga,25,1997,2.7,123,102,21,9,0,1,16,0,11,5,5,0,92,0,3
Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,25,1997,13.2,641,619,20,5,3,1,22,5,10,5,3,0,544,2,15
François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6.0,142,80,62,22,0,0,0,0,0,0,0,0,68,0,0
Manor Solomon,il ISR,FW,Fulham,eng Premier League,23,1999,6.4,207,202,4,1,1,0,4,3,0,0,0,0,175,1,4
Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33,1988,10.0,609,483,124,34,0,2,0,0,0,0,0,0,499,2,0
Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19.0,749,626,123,25,0,2,0,0,0,0,0,0,650,0,2
Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20,2002,1.0,32,29,2,0,0,0,1,2,0,0,0,0,22,1,0
Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20,2002,7.1,322,254,67,0,1,0,19,67,0,0,0,0,243,1,12
David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38.0,1136,620,509,162,0,19,0,0,0,0,0,0,610,7,1
Roberto Soriano,it ITA,"FW,MF",Bologna,it Serie A,31,1991,14.7,605,595,10,4,5,3,11,6,0,0,0,0,486,0,15
Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,21.7,1458,1134,322,68,1,12,255,175,79,29,44,0,1076,2,23
Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,7.6,379,363,16,16,0,5,1,0,0,0,0,0,308,0,4
Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18,2003,0.2,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0
Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,31,1990,33.9,1536,1472,58,12,10,21,99,39,1,0,0,0,1172,6,48
Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23,1999,9.3,266,264,2,1,2,2,31,1,0,0,0,0,209,0,7
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,31.3,994,982,12,10,0,6,20,0,1,1,0,0,709,0,28
Matìas Soulé,ar ARG,"MF,FW",Juventus,it Serie A,19,2003,4.7,168,156,12,1,0,3,6,9,2,2,0,0,138,0,3
Moussa Soumano,fr FRA,FW,Ajaccio,fr Ligue 1,17,2005,5.5,67,57,8,0,1,0,1,0,0,0,0,0,43,2,4
Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,20.7,1075,1021,48,47,0,1,0,1,0,0,0,0,996,6,5
Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23,1999,18.1,902,895,7,6,2,2,2,0,0,0,0,0,776,0,19
Arnaud Souquet,fr FRA,"DF,FW",Montpellier,fr Ligue 1,30,1992,4.0,137,111,26,3,1,0,7,23,0,0,0,0,104,0,1
Dyego Sousa,pt POR,FW,Almería,es La Liga,32,1989,5.9,160,150,9,0,1,0,1,1,0,0,0,0,107,1,7
Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,11.0,555,531,19,17,1,9,0,2,0,0,0,0,448,5,3
Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23,1999,27.0,909,885,24,23,0,9,4,0,0,0,0,0,726,0,16
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,29.4,1557,1510,38,32,6,2,5,3,0,0,0,0,1324,9,20
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,5.9,309,292,14,12,0,5,0,0,0,0,0,0,241,3,2
Kevin Spadanuda,ch SUI,"MF,FW",Ajaccio,fr Ligue 1,25,1997,11.8,264,251,13,1,0,1,5,11,0,0,0,0,212,0,5
Djed Spence,eng ENG,"FW,DF",Tottenham,eng Premier League,21,2000,0.1,9,9,0,0,0,0,0,0,0,0,0,0,5,0,2
Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,21,2000,6.4,315,265,50,7,0,0,4,43,0,0,0,0,278,0,4
Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26,1996,34.7,2085,2005,75,68,1,35,21,7,0,0,0,0,1778,5,40
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29,1993,18.4,989,806,179,14,4,14,57,165,0,0,0,0,750,4,21
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,14.9,462,325,137,21,0,0,0,0,0,0,0,0,362,0,0
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26,1996,3.3,130,106,23,0,0,0,10,23,0,0,0,0,74,1,7
Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23,1998,23.0,897,832,60,29,6,5,62,5,26,20,3,0,619,5,23
Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,28,1993,11.6,423,360,61,10,1,8,26,48,3,1,2,0,297,2,9
Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,25,1996,20.6,622,609,5,2,2,6,13,0,0,0,0,0,412,8,27
Veit Stange,de GER,MF,Hertha BSC,de Bundesliga,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22,2000,6.4,633,583,50,4,0,1,8,45,1,0,0,0,577,0,4
Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,32,1989,0.7,28,27,1,0,0,1,1,0,1,0,0,0,22,0,1
Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,19,2002,1.0,23,23,0,0,0,0,3,0,0,0,0,0,9,0,3
Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27,1995,23.1,1244,1205,38,34,1,5,2,4,0,0,0,0,1027,1,10
Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15.0,541,471,67,12,1,1,0,0,0,0,0,0,478,3,0
Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,23,1998,2.4,100,94,6,0,2,2,3,3,3,2,0,0,82,0,0
Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26,1996,3.7,223,172,51,8,0,6,21,34,9,2,7,0,174,0,3
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28,1994,0.5,28,25,3,1,0,0,0,2,0,0,0,0,23,0,0
Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28,1994,13.0,543,538,5,4,2,2,2,1,0,0,0,0,446,0,6
Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,27,1994,21.0,685,662,21,0,6,0,46,7,7,7,0,0,514,2,33
Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21,2001,7.8,363,353,8,3,2,3,6,3,1,0,1,0,279,2,13
Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,33,1988,19.3,776,742,31,15,6,4,19,3,11,2,9,0,624,3,28
Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,28,1993,28.9,1607,1351,242,99,9,8,156,18,85,37,37,1,1114,14,36
Petar Stojanović,si SVN,DF,Empoli,it Serie A,26,1995,17.0,1029,831,197,20,3,27,35,176,1,0,1,0,821,1,27
John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1994,20.5,1563,1496,66,17,1,14,6,45,1,0,0,0,1453,1,10
