Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,28,1993,7.7,1,0,0,6,2,1,60,3,9,0,0,0,31,5,6,45.5
Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33,1989,12.4,0,0,0,4,7,11,3,0,7,0,0,0,28,18,21,46.2
Luís Maximiano,pt POR,GK,Lazio,it Serie A,23,1999,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Keke Maximilian Topp,de GER,FW,Schalke 04,de Bundesliga,18,2004,0.2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,100.0
Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,26,1996,7.9,1,0,0,9,15,0,0,11,5,1,0,0,50,15,5,75.0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,25,1997,30.7,4,0,0,16,38,11,37,3,4,1,0,0,105,36,84,30.0
Ibrahim Maza,de GER,"MF,FW",Hertha BSC,de Bundesliga,16,2005,0.8,0,0,0,1,2,0,0,0,1,0,0,0,2,0,2,0.0
Derek Mazou-Sacko,fr FRA,MF,Troyes,fr Ligue 1,17,2004,0.2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,100.0
Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,24,1997,11.9,0,0,0,16,11,3,22,10,21,0,1,0,46,17,16,51.5
Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27,1995,21.8,2,0,0,27,17,5,90,10,18,1,0,0,129,12,14,46.2
Kevin Mbabu,ch SUI,"DF,FW",Fulham,eng Premier League,27,1995,1.6,1,0,0,4,0,0,7,3,2,0,0,0,6,2,6,25.0
Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,23,1998,31.3,6,0,0,19,40,33,47,5,4,1,0,0,54,8,5,61.5
Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24,1998,8.4,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,56.5
Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,27,1994,31.7,2,0,0,19,19,0,40,42,26,1,0,0,165,72,35,67.3
Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,22,1999,32.3,5,0,0,27,23,6,156,13,18,0,0,0,135,35,63,35.7
Jason Mbock,fr FRA,"MF,FW",Angers,fr Ligue 1,22,1999,0.3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,
Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,22,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.0
Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,20,2002,0.7,0,0,0,0,7,0,2,0,1,0,0,0,7,0,2,0.0
Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,de Bundesliga,20,2002,0.4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,34,1987,0.6,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,32,1989,6.0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0,100.0
John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,27,1994,29.9,7,0,0,41,66,0,50,24,36,2,0,0,176,22,21,51.2
Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,25,1996,17.5,4,0,0,8,4,0,2,12,7,0,1,0,68,36,23,61.0
Weston McKennie,us USA,MF,Leeds United,eng Premier League,23,1998,16.0,7,0,0,21,5,1,9,22,13,0,0,0,95,25,23,52.1
Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,23,1998,11.7,0,0,0,13,7,3,15,11,5,0,0,0,43,12,16,42.9
Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,22,1999,27.8,5,0,0,22,21,1,194,31,41,1,0,0,175,14,18,43.8
Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,25,1996,12.9,8,0,0,28,16,0,4,14,19,0,1,0,78,34,23,59.6
Gary Medel,cl CHI,"MF,DF",Bologna,it Serie A,34,1987,16.4,5,0,0,19,16,0,4,28,15,0,0,0,141,15,15,50.0
Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23,1999,30.9,7,0,0,34,18,0,22,26,20,0,0,0,212,37,43,46.3
Fernando Medrano,es ESP,DF,Celta Vigo,es La Liga,22,2000,0.1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,
Ben Mee,eng ENG,DF,Brentford,eng Premier League,32,1989,36.3,2,0,0,14,15,1,7,48,24,0,0,0,199,131,98,57.2
Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21,2001,16.7,5,0,0,16,12,1,0,16,8,0,0,0,76,30,35,46.2
Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,28,1994,26.3,5,0,0,27,47,0,9,27,31,0,0,0,174,28,17,62.2
Farid El Melali,dz ALG,"DF,FW",Angers,fr Ligue 1,25,1997,9.0,1,0,0,13,15,2,16,8,12,0,0,0,53,2,9,18.2
Gonzalo Melero,es ESP,MF,Almería,es La Liga,28,1994,20.6,5,0,0,24,30,3,2,7,16,0,0,0,96,14,17,45.2
Birger Meling,no NOR,DF,Rennes,fr Ligue 1,27,1994,13.4,3,1,0,20,16,2,18,23,15,0,0,0,71,12,16,42.9
Memphis,nl NED,FW,Atlético Madrid,es La Liga,28,1994,3.0,1,0,0,2,6,0,5,0,0,0,0,0,3,1,5,16.7
Memphis,nl NED,FW,Barcelona,es La Liga,28,1994,1.3,0,0,0,2,2,1,4,0,1,0,0,0,7,1,2,33.3
Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24,1998,9.8,2,0,0,13,4,0,31,7,11,0,1,0,37,1,1,50.0
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,20,2002,17.2,2,0,0,25,34,5,30,17,30,0,0,0,98,10,6,62.5
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,31,1990,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0
Thiago Mendes,br BRA,"MF,DF",Lyon,fr Ligue 1,30,1992,22.9,3,0,0,24,24,0,6,47,27,0,1,0,145,34,20,63.0
Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,25,1997,26.7,6,0,0,60,54,2,125,12,34,0,0,0,127,25,29,46.3
Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,18,2003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0
Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18,2004,5.8,0,0,0,9,3,2,13,2,13,0,0,0,37,7,11,38.9
Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,27,1994,2.5,0,0,0,1,7,1,10,4,2,0,1,0,14,5,4,55.6
Batista Mendy,fr FRA,"MF,DF",Angers,fr Ligue 1,22,2000,31.8,8,1,1,67,42,1,9,21,30,0,1,0,193,27,13,67.5
Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,30,1992,9.5,1,0,0,0,2,0,0,0,0,0,0,0,15,3,0,100.0
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27,1995,15.0,2,0,0,4,18,0,7,14,12,0,0,0,77,7,8,46.7
Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30,1992,8.4,1,0,0,9,10,0,1,13,9,0,0,0,46,4,6,40.0
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24,1998,25.1,5,0,0,29,18,1,67,38,44,0,1,0,246,21,20,51.2
Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,24,1997,24.4,7,0,0,16,7,0,0,30,22,0,0,2,85,53,31,63.1
Jorge Meré,es ESP,DF,Cádiz,es La Liga,25,1997,6.7,0,0,0,1,3,0,0,6,7,0,0,0,27,15,8,65.2
Alex Meret,it ITA,GK,Napoli,it Serie A,25,1997,34.0,0,0,0,0,0,0,0,0,0,0,0,0,66,4,0,100.0
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26,1996,27.7,5,1,0,74,48,4,25,20,49,0,0,0,218,112,59,65.5
Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20,2002,19.9,2,0,0,12,14,0,113,24,19,0,0,0,112,16,15,51.6
Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,25,1997,0.2,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,
Roque Mesa,es ESP,MF,Valladolid,es La Liga,33,1989,18.0,11,1,1,38,25,1,12,13,15,0,1,0,145,11,23,32.4
Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,22,2000,34.0,3,0,0,1,5,0,0,1,1,0,0,0,34,10,3,76.9
Lionel Messi,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,35,1987,31.5,0,0,0,8,36,6,91,2,18,0,0,0,75,1,3,25.0
Junior Messias,br BRA,"FW,DF",Milan,it Serie A,31,1991,16.6,3,0,0,24,24,1,25,7,18,0,0,0,69,25,41,37.9
Amine Messoussa,fr FRA,FW,Lille,fr Ligue 1,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,30,1991,6.5,2,0,0,12,4,1,16,9,7,0,0,0,44,7,3,70.0
Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31,1991,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0
Sven Michel,de GER,"FW,MF",Union Berlin,de Bundesliga,32,1990,5.5,2,0,0,13,4,4,17,0,5,0,0,0,29,25,46,35.2
Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20,2002,0.3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0.0
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,24,1997,23.7,4,0,0,39,21,0,0,22,25,0,0,1,127,73,30,70.9
Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,16,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,28,1994,17.6,3,1,1,27,29,8,6,1,8,1,1,0,40,36,56,39.1
Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,28,1994,1.4,1,0,0,4,1,1,0,0,1,0,0,0,4,2,7,22.2
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,27,1995,33.6,10,0,0,45,72,2,29,28,35,0,0,0,168,96,71,57.5
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,25,1997,38.0,4,0,0,0,4,0,0,1,1,0,0,0,64,12,2,85.7
Éder Militão,br BRA,DF,Real Madrid,es La Liga,24,1998,30.0,4,0,0,35,38,1,12,42,32,1,1,0,159,64,34,65.3
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31,1991,5.7,2,0,0,15,3,0,6,12,7,0,0,0,34,6,9,40.0
Luis Milla,es ESP,MF,Getafe,es La Liga,27,1994,20.6,6,1,1,29,22,1,75,32,30,0,1,0,149,17,19,47.2
Pere Milla,es ESP,"FW,MF",Elche,es La Liga,29,1992,20.5,7,0,0,19,44,13,14,9,20,1,0,0,97,28,33,45.9
Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20,2002,9.9,3,0,0,16,19,1,23,12,16,0,1,0,46,8,15,34.8
James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,36,1986,10.1,2,0,0,16,15,0,52,12,16,0,0,0,64,13,14,48.1
Marko Milovanović,rs SRB,FW,Almería,es La Liga,18,2003,0.2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,62.5
Kim Min-jae,kr KOR,DF,Napoli,it Serie A,25,1996,33.9,5,0,0,30,7,0,6,41,30,0,0,0,211,91,54,62.8
Yerry Mina,co COL,DF,Everton,eng Premier League,27,1994,6.6,2,0,0,6,10,0,1,6,8,0,0,0,31,19,15,55.9
Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,27,1995,8.0,2,0,0,20,10,4,31,6,8,1,0,0,42,7,7,50.0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29,1993,35.0,7,0,0,18,22,3,3,54,7,1,0,1,174,61,24,71.8
Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23,1999,14.3,2,0,0,19,8,1,29,12,21,0,2,0,90,8,8,50.0
Rafa Mir,es ESP,FW,Sevilla,es La Liga,25,1997,14.4,1,0,0,23,11,18,6,4,2,0,0,0,42,37,42,46.8
Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,26,1995,23.2,0,0,0,9,22,1,30,2,5,1,0,0,92,10,21,32.3
Juan Miranda,es ESP,DF,Betis,es La Liga,22,2000,16.4,1,1,0,15,20,1,73,20,16,0,1,0,78,21,17,55.3
Antonio Mirante,it ITA,GK,Milan,it Serie A,39,1983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fabio Miretti,it ITA,"MF,FW",Juventus,it Serie A,18,2003,13.7,2,0,0,24,27,4,28,4,11,1,0,0,74,10,20,33.3
Filippo Missori,it ITA,DF,Roma,it Serie A,18,2004,2.0,1,0,0,4,0,0,2,3,3,0,0,0,7,2,2,50.0
Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,22,1999,32.1,5,1,0,33,10,2,70,42,49,0,1,0,186,25,26,49.0
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,25,1997,25.8,0,0,0,29,27,6,41,17,27,1,0,0,120,18,19,48.6
Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,27,1994,22.3,7,0,0,34,40,14,4,3,7,2,0,0,55,100,105,48.8
Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32,1990,18.7,5,0,0,13,3,0,0,17,6,0,0,0,63,38,16,70.4
Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,de Bundesliga,25,1997,9.4,5,0,0,13,9,0,39,26,20,0,1,0,84,10,16,38.5
Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,33,1989,22.1,4,0,0,28,28,0,19,21,26,0,0,0,166,9,12,42.9
Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34,1988,9.0,4,0,0,14,7,6,2,2,4,0,0,0,15,33,37,47.1
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,36,1985,19.4,7,0,0,21,16,3,62,10,9,0,0,0,86,11,14,44.0
Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23,1999,14.8,2,0,0,13,10,5,1,2,6,0,0,0,28,19,27,41.3
Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23,1999,15.4,1,0,0,17,17,4,3,3,5,0,0,0,35,13,47,21.7
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,24,1997,21.5,1,0,0,43,28,13,10,10,13,1,0,0,48,76,87,46.6
Tobias Mohr,de GER,"DF,MF",Schalke 04,de Bundesliga,26,1995,9.3,0,0,0,5,4,0,87,8,5,0,0,0,51,8,12,40.0
Johan Mojica,co COL,DF,Villarreal,es La Liga,29,1992,7.1,0,0,0,3,14,0,40,4,9,0,0,0,49,7,4,63.6
Johan Mojica,co COL,"DF,MF",Elche,es La Liga,29,1992,3.0,2,0,0,4,3,0,14,4,3,0,1,0,33,4,1,80.0
Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21,2001,0.2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,50.0
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24,1998,31.9,7,1,0,22,16,3,120,18,43,0,0,0,158,22,32,40.7
Salvatore Molina,it ITA,DF,Monza,it Serie A,30,1992,2.5,1,0,0,4,3,0,14,1,5,0,0,0,10,0,1,0.0
Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,30,1991,12.1,3,0,0,18,20,3,76,10,6,0,0,0,57,8,16,33.3
Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,30,1991,4.6,1,0,0,4,7,2,9,1,1,0,0,0,25,1,11,8.3
Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,24,1998,27.2,6,0,0,35,17,3,78,17,39,1,0,0,186,17,15,53.1
Monchu,es ESP,MF,Valladolid,es La Liga,22,1999,22.6,10,0,0,46,28,1,76,18,29,0,1,0,119,18,31,36.7
César Montes,mx MEX,DF,Espanyol,es La Liga,25,1997,17.7,6,0,0,18,6,1,1,14,9,0,1,0,91,68,38,64.2
Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19,2003,2.6,1,0,0,8,4,4,1,0,0,0,0,0,5,14,23,37.8
Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,25,1997,16.9,8,1,0,19,10,11,39,19,15,0,0,0,100,13,16,44.8
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26,1996,37.0,1,0,0,0,5,0,0,0,0,0,0,0,55,4,2,66.7
Martín Montoya,es ESP,DF,Betis,es La Liga,31,1991,5.0,1,0,0,4,6,0,10,9,8,0,0,0,24,8,3,72.7
Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,29,1992,14.2,1,0,0,26,30,1,7,1,11,0,0,0,26,68,60,53.1
Andrew Moran,ie IRL,FW,Brighton,eng Premier League,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,29,1992,21.1,4,0,0,39,56,26,4,0,11,0,0,0,57,53,38,58.2
Jon Morcillo,es ESP,"FW,MF",Athletic Club,es La Liga,23,1998,0.8,0,0,0,1,1,0,6,1,0,0,0,0,7,1,1,50.0
Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30,1992,14.4,7,0,0,26,9,3,36,23,12,0,0,0,62,12,10,54.5
Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29,1993,14.8,3,0,0,17,11,0,48,7,14,0,0,0,69,9,12,42.9
Álex Moreno,es ESP,DF,Betis,es La Liga,29,1993,15.0,1,0,0,17,19,1,28,17,22,0,1,0,78,9,18,33.3
Diego Moreno,es ESP,DF,Osasuna,es La Liga,21,2001,7.1,1,0,0,3,4,1,20,5,4,0,0,0,33,5,8,38.5
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30,1992,13.7,4,0,0,11,14,13,8,5,6,0,0,0,38,19,17,52.8
Marlos Moreno,co COL,"MF,DF",Troyes,fr Ligue 1,25,1996,0.1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,1,50.0
Tete Morente,es ESP,"MF,DF",Elche,es La Liga,25,1996,23.0,5,0,0,32,21,12,99,25,21,1,1,0,98,35,21,62.5
Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,19,2003,11.2,6,2,1,32,33,0,4,4,16,0,0,0,75,25,26,49.0
Manu Morlanes,es ESP,MF,Villarreal,es La Liga,23,1999,1.8,0,1,0,1,1,0,0,1,2,0,0,0,5,1,2,33.3
Manu Morlanes,es ESP,MF,Mallorca,es La Liga,23,1999,7.8,3,0,0,6,8,0,2,5,9,0,0,0,40,6,16,27.3
Nikola Moro,hr CRO,MF,Bologna,it Serie A,24,1998,13.6,1,0,0,15,11,1,18,8,21,0,0,0,97,20,11,64.5
Loren Morón,es ESP,FW,Betis,es La Liga,28,1993,0.2,1,0,0,2,0,0,0,0,2,0,0,0,1,0,2,0.0
Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18,2004,1.6,0,0,0,0,1,0,1,1,2,0,0,0,8,3,2,60.0
Dany Mota,pt POR,"FW,MF",Monza,it Serie A,24,1998,21.2,2,0,0,20,33,13,45,6,7,2,0,0,60,33,60,35.5
Lebo Mothiba,za RSA,"FW,MF",Strasbourg,fr Ligue 1,26,1996,4.8,0,0,0,12,12,0,4,0,0,0,0,0,11,10,24,29.4
Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,17,2004,12.7,0,0,0,8,8,1,5,2,7,0,0,0,36,5,4,55.6
Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,27,1994,18.4,2,0,0,37,25,10,9,3,5,0,0,0,49,151,105,59.0
Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1999,18.3,4,0,0,28,27,1,64,8,19,0,0,0,85,9,14,39.1
Lucas Moura,br BRA,"MF,DF",Tottenham,eng Premier League,29,1992,1.7,0,1,0,3,3,0,9,2,5,0,0,0,9,5,4,55.6
Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,27,1995,7.8,1,0,0,18,22,2,4,2,1,0,0,0,27,53,47,53.0
João Moutinho,pt POR,MF,Wolves,eng Premier League,35,1986,19.8,3,0,0,31,15,1,59,18,30,0,0,0,106,8,23,25.8
João Moutinho,pt POR,"DF,FW",Spezia,it Serie A,24,1998,0.6,0,0,0,1,0,0,3,0,1,0,0,0,7,0,1,0.0
Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,25,1996,26.7,8,0,0,33,15,0,9,24,34,0,0,0,167,21,45,31.8
Divin Mubama,eng ENG,FW,West Ham,eng Premier League,17,2004,0.4,0,0,0,3,1,0,0,0,1,0,0,0,1,2,2,50.0
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,eng Premier League,21,2001,7.3,1,0,0,8,12,1,25,0,9,0,0,0,35,5,8,38.5
François Mughe,cm CMR,MF,Marseille,fr Ligue 1,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,24,1997,12.6,0,0,0,16,14,2,16,14,23,0,0,0,61,21,10,67.7
Mert Müldür,tr TUR,"FW,DF",Sassuolo,it Serie A,23,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24,1997,19.0,0,0,0,0,2,0,0,0,0,0,0,0,39,3,0,100.0
Thomas Müller,de GER,"FW,MF",Bayern Munich,de Bundesliga,32,1989,18.5,0,0,0,9,11,5,31,4,12,0,0,0,70,39,24,61.9
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24,1998,10.2,2,0,0,7,8,0,3,9,9,0,0,0,54,13,18,41.9
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26,1996,30.0,6,0,0,64,38,2,23,26,27,1,0,0,157,58,49,54.2
Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,29,1992,18.8,2,0,0,13,62,1,113,4,16,0,0,0,81,3,13,18.8
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,24,1997,19.5,2,0,0,29,16,0,54,9,23,0,0,0,102,21,25,45.7
Álvaro Muñoz,uy URU,FW,Real Madrid,es La Liga,18,2004,0.9,0,0,0,3,0,3,0,0,1,0,0,0,4,2,4,33.3
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,19,2002,2.8,0,0,0,5,4,0,0,3,0,0,0,0,15,6,3,66.7
Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,18,2003,0.1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,31,1991,11.9,2,2,1,18,15,3,82,2,6,1,0,0,39,11,27,28.9
Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30,1992,11.7,6,1,1,18,19,0,1,8,11,0,0,1,65,28,20,58.3
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28,1994,32.6,6,1,0,59,39,29,11,12,7,1,0,0,88,198,156,55.9
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,27,1995,13.9,0,0,0,8,14,2,53,7,7,0,0,0,69,3,11,21.4
Nicola Murru,it ITA,DF,Sampdoria,it Serie A,27,1994,8.7,3,0,0,15,6,1,9,10,14,0,3,0,36,8,8,50.0
Yunus Musah,us USA,MF,Valencia,es La Liga,19,2002,23.4,10,1,0,42,42,3,40,11,35,0,0,0,97,28,36,43.8
Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,19,2003,24.4,1,0,0,23,43,1,11,19,23,1,0,0,144,12,12,50.0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,28,1994,23.1,1,0,0,0,5,0,0,0,1,0,0,1,18,1,0,100.0
Marlon Mustapha,at AUT,"FW,MF",Mainz 05,de Bundesliga,21,2001,0.8,1,0,0,3,0,1,0,0,2,0,0,0,4,1,2,33.3
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28,1994,20.1,0,0,0,0,3,0,0,2,0,0,0,0,13,5,0,100.0
Enock Mwepu,zm ZAM,"FW,MF",Brighton,eng Premier League,24,1998,2.4,0,0,0,2,1,2,3,1,5,0,0,0,9,0,7,0.0
Francisco Mwepu,zm ZAM,FW,Cádiz,es La Liga,22,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,23,1999,29.5,4,0,0,29,21,0,57,46,34,0,0,0,150,25,34,42.4
Joakim Mæhle,dk DEN,"DF,MF",Atalanta,it Serie A,25,1997,24.5,5,1,0,16,19,6,38,24,18,0,0,0,138,4,12,25.0
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,22,1999,29.9,4,0,0,31,14,0,4,31,18,0,1,1,193,77,48,61.6
Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,22,2000,1.0,0,0,0,0,0,0,1,2,2,0,0,0,6,1,0,100.0
Nathan N'Goumou,fr FRA,FW,M'Gladbach,de Bundesliga,22,2000,7.7,0,0,0,7,6,3,20,1,5,0,0,0,28,8,4,66.7
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,23,1999,14.3,2,1,0,13,8,0,1,24,13,0,1,0,117,22,12,64.7
Herculano Nabian,pt POR,MF,Empoli,it Serie A,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nacho,es ESP,DF,Real Madrid,es La Liga,32,1990,18.2,7,0,0,16,14,3,14,18,16,0,0,1,88,36,21,63.2
Nikolas Nartey,dk DEN,"DF,MF",Stuttgart,de Bundesliga,22,2000,5.3,1,0,0,5,7,1,9,4,6,0,0,0,34,9,6,60.0
Juanjo Narváez,co COL,"MF,FW",Valladolid,es La Liga,27,1995,1.6,0,0,0,1,9,1,1,0,1,0,0,0,5,3,6,33.3
Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,29,1993,10.1,3,0,0,12,0,1,1,18,8,0,0,0,31,9,6,60.0
Roberto Navarro,es ESP,"MF,FW",Real Sociedad,es La Liga,20,2002,3.9,2,0,0,8,6,5,16,2,4,0,0,0,22,7,5,58.3
Jesús Navas,es ESP,"DF,FW",Sevilla,es La Liga,36,1985,22.0,5,0,0,7,33,7,135,22,12,0,0,1,130,15,28,34.9
Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,35,1986,17.0,2,0,0,0,0,0,0,1,0,0,0,0,10,6,0,100.0
Michel Ndary Adopo,fr FRA,"MF,DF",Torino,it Serie A,22,2000,2.9,1,0,0,6,2,0,0,1,2,0,0,0,20,9,6,60.0
